Id,Name,Alt Name,Counties,IsBrook,IsBrookStocked,IsBrown,IsBrownStocked,IsRainbow,IsRainbowStocked,Status,QA PASS
M-009-017-010,Ahrensfeld Creek,,Winona,TRUE,,TRUE,,,,,
M-050-050-001,Albrechts Creek,,Pine,,,,,,,,
S-005-001,Amity Creek,,St. Louis,TRUE,,,,TRUE,,,
S-005-001-001,"Amity Creek, East Branch",,St. Louis,TRUE,,,,,,,
S-000.7-003,Anderson Creek,,Carlton,TRUE,,,,,,,
H-001-030-026-004,Angora Creek,,St. Louis,,,,,,,,
H-001-092-021-015-002,Arrowhead Creek,,Lake,,,,,,,,
H-001-040,Ash River,,St. Louis,,,,,,,,
S-075-008,Assinika Creek,,Cook,,,,,,,,
M-055-017,Assumption Creek,,Carver,TRUE,TRUE,,,,,,
H-026-047-041,Auganash Creek,,Clearwater,,,,,,,,
H-026-047-033-001,Bad Boy Creek,,Mahnomen,,,,,,,,
H-026-047-033-001-001,Bad Boy Creek,,"Mahnomen,Clearwater",,,,,,,,
M-009-010-002,Badger Creek,,Houston,TRUE,,TRUE,,,,,
M-009-010-002-B001,Badger Creek,,Houston,TRUE,,TRUE,,,,,
M-004-007,Ballpark Creek,,Houston,,,TRUE,,,,,
S-064-007,Bally Creek,,Cook,,,,,,,,
M-050-049-003,Bangs Brook,,Pine,,,,,,,,
S-038,Baptism River,,Lake,,,,,,,,
S-038-B001,Baptism River,,Lake,,,,,,,,
S-038-008,"Baptism River, East Branch",,Lake,,,,,,,,
M-063-081-003,Barbour Creek,,Crow Wing,,,,,,,,
S-058-005,Barker Creek,,Cook,,,,,,,,
M-050-049-005-000.1,Barnes Spring,,Pine,,,,,,,,
H-026-030-070-001,"Battle River, South Branch",,"Koochiching,Beltrami",,,,,,,,
M-026-006,Bear Creek,,Winona,TRUE,,TRUE,,,,,
S-002-016-001,Beartrap Creek,,St. Louis,TRUE,,,,,,,
S-002-016-001-B001,Beartrap Creek,,St. Louis,TRUE,,,,,,,
H-001-040-027-003,Beauty Creek,,St. Louis,,,,,,,,
M-009-010-003,Beaver Creek,,Houston,,,TRUE,TRUE,TRUE,TRUE,,
M-031-006,Beaver Creek,,"Winona,Wabasha",,,TRUE,,,,,
M-009-010-003-008,"Beaver Creek, East",,Houston,TRUE,,TRUE,,,,,
M-009-010-003-009,"Beaver Creek, West",,Houston,TRUE,,TRUE,,,,,
S-035,Beaver River,,Lake,,,,,,,,
S-035-001,"Beaver River, East Branch",,Lake,,,,,,,,
S-035-006,"Beaver River, West Branch",,Lake,,,,,,,,
S-088-009-001,Beaverdam Creek,,Cook,,,,,,,,
I-006,Bee Creek,,Houston,TRUE,,TRUE,,,,,
H-024-055-007,Bemis Hill Creek,,Roseau,,,,,,,,
S-002-016-017-001,Berry Creek,,"Lake,St. Louis",TRUE,,TRUE,,,,,
M-009-021,Big Springs Creek,,Fillmore,TRUE,,TRUE,,,,,
S-015,Big Sucker Creek,,St. Louis,,,,,,,,
S-035-010,Big Thirtynine Creek,,Lake,,,,,,,,
M-050-050-002-003,Bjorks Creek,,Pine,,,,,,,,
M-063-087-003-001-001,Black Bear Brook,,Crow Wing,,,,,,,,
M-055-004,Black Dog Creek,,Dakota,,,,,,,,
H-001-040-017,Black Duck River,,St. Louis,,,,,,,,
M-103-001-002,Blackhoof Creek,,Crow Wing,,,,,,,,
S-001-003,Blackhoof River,,Carlton,,,,,,,,
S-001-003-B002,Blackhoof River,,Carlton,,,,,,,,
S-038-008-006,Blesner Creek,,Lake,,,,,,,,
S-053-006,Blind Temperance Creek,,Cook,,,,,,,,
S-075-013,Bluff Creek,,Cook,,,,,,,,
M-063-087-003,Borden Creek,,Crow Wing,TRUE,TRUE,,,,,,
M-009-017-006,Borson Spring,,Winona,TRUE,,TRUE,,,,,
H-026-081-017-006,Brandberg Creek,,Otter Tail,,,,,,,,
M-065-011,Briggs Creek,,"Benton,Sherburne",,,,,,,,
M-050-012,Brown's Creek,,Washington,,,TRUE,TRUE,,,,
M-128-003,Bruce Creek,,Itasca,,,,,,,,
M-128-003-B001,Bruce Creek,,Itasca,,,,,,,,
S-075,Brule River,,Cook,,,,,,,,
M-009-004,Brush Valley Creek,,Houston,,,TRUE,,,,,
H-026-047-042,Buckboard Creek,,Clearwater,,,,,,,,
S-002-000.5,Buckingham Creek,,St. Louis,,,,,,,,
S-029-002,Bud Creek,,Lake,,,,,,,,
M-045,Bullard Creek,,Goodhue,TRUE,,,,,,,
M-106-013-004,Bungo Creek,,Cass,,,,,,,,
M-146-017-003,Bungoshine Creek,,Hubbard,,,,,,,,
M-078-002,Bunker Hill Creek,,"Morrison,Benton",TRUE,,TRUE,,,,,
M-001-010,Burg Creek,Berg Creek,Houston,,,TRUE,,,,,
M-024-002,"Burns Valley Creek, East",,Winona,TRUE,,TRUE,,,,,
M-024-002-001,"Burns Valley Creek, West",,Winona,TRUE,,TRUE,,,,,
S-053-014-001,Burnt Creek,,Cook,,,,,,,,
M-009-001-001,Butterfield Creek,,Houston,TRUE,,TRUE,,,,,
S-045-008-001,Cabin Creek,,Lake,,,,,,,,
M-063-081-001-002,Camp Creek,,Crow Wing,,,,,,,,
M-009-025-003,Camp Creek,,Fillmore,,,TRUE,TRUE,TRUE,TRUE,,
M-009-025-003-B001,Camp Creek,,Fillmore,,,TRUE,TRUE,TRUE,TRUE,,
H-001-092-021-015-002-001-001,Camp Creek,,Lake,,,,,,,,
H-001-092-016-006,Camp E Creek,,Lake,,,,,,,,
M-009-019,Camp Hayward Creek,,Fillmore,TRUE,,TRUE,,,,,
M-095.1,Camp Ripley Brook,,Morrison,TRUE,,,,,,,
M-009-011-002,Campbell Creek,,"Winona,Houston",TRUE,,,,,,,
M-055-166-010,Canby Creek,,"Yellow Medicine,Lac qui Parle,Lincoln",,,,,,,,
M-009-025-010,Canfield Creek,,Fillmore,,,TRUE,,,,,
S-017-004-002,Captain Jacobson Creek,,St. Louis,TRUE,,TRUE,,TRUE,,,
S-058-002,Caribou Creek,,Cook,,,,,,,,
S-047,Caribou River,,Lake,,,,,,,,
S-079,Carlson Creek,,Cook,TRUE,,,,,,,
S-064,Cascade River,,Cook,,,,,,,,
S-024,Castle Danger Creek,,Lake,,,,,TRUE,,,
M-096-028,Cat River,,Wadena,,,,,,,,
M-106-013-006,Cedar Creek,,Cass,,,,,,,,
S-053-002-001,Cedar Creek,,Cook,,,,,,,,
S-035-001-002,Cedar Creek,,Lake,,,,,,,,
M-018,Cedar Valley Creek,,Winona,TRUE,,TRUE,,,,,
S-002-016-002,Chalberg Creek,,St. Louis,,,,,,,,
S-003,Chester Creek,,St. Louis,,,,,,,,
S-003-009,"Chester Creek, East Branch",,St. Louis,,,,,,,,
S-002-016-005,Chicken Creek,,St. Louis,,,,,,,,
S-002-016-005-B002,Chicken Creek,,St. Louis,,,,,,,,
M-009-010-010-002,Chickentown Creek,,Fillmore,TRUE,,,,,,,
S-000.7-002.5,Clear Creek,,Carlton,,,,,,,,
S-001.5,Clear Creek,,Carlton,,,,,,,,
M-043-006,Clear Creek,,Goodhue,TRUE,,,,,,,
H-026-030-019,Clearwater River,,"Polk,Mahnomen,Red Lake,Pennington,Clearwater,Beltrami",,,,,,,,
H-026-030-019-B001,Clearwater River,,Red Lake,,,,,,,,
S-069,Cliff Creek,,Cook,,,,,,,,
S-002-016-027,Cloudy Spring Creek,,Lake,,,,,,,,
S-002-000.7,Coffee Creek,,St. Louis,,,,,,,,
M-159-001.5,Cold Creek,,Hubbard,,,,,,,,
M-034-048,Cold Spring Brook,,"Wabasha,Goodhue",TRUE,,TRUE,,,,,
M-074-004,Cold Springs Creek,,Stearns,,,,,,,,
M-074-004-001,Cold Springs Creek,,Stearns,,,,,,,,
M-050-049-003-002,Cons Creek,,Pine,,,,,,,,
S-002-035-019-002,Coolidge Creek,,St. Louis,,,,,,,,
M-009-017-005-005,Coolridge Creek,,Winona,TRUE,,TRUE,,,,,
M-009-017-005-005-B001,Coolridge Creek,,Winona,TRUE,,TRUE,,,,,
M-009-011-005,Corey Creek,,Winona,TRUE,,,,,,,
M-096-001-005-002-001,Cory Brook,,Cass,TRUE,,,,,,,
M-055-158-014,Cottonwood Creek,,"Chippewa,Swift",,,,,,,,
M-050-034-001-001,County Ditch 3,,Chisago,,,,,,,,
M-004,Crooked Creek,,Houston,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
M-050-049,Crooked Creek,,Pine,,,TRUE,TRUE,TRUE,TRUE,,
M-004-009,"Crooked Creek, South Fork",,Houston,TRUE,TRUE,TRUE,TRUE,,,,
M-050-049-005,"Crooked Creek, West Fork",,Pine,TRUE,,,,,,,
S-052-B000.1,Cross River,,Cook,,,,,,,,
S-052-B000.3,Cross River,,Cook,,,,,,,,
S-052-B000.5,Cross River,,Cook,,,,,,,,
S-052-B000.5-001,Cross River,,Cook,,,,,,,,
S-052-B001,Cross River,,Cook,,,,,,,,
S-052,Cross River,,"Lake,Cook",,,,,,,,
S-023,Crow Creek,,Lake,,,,,,,,
S-038-012,Crown Creek,,Lake,,,,,,,,
M-009-025-004-004,Crystal Creek,,Fillmore,,,TRUE,,,,,
M-009-007,Crystal Creek,,Houston,TRUE,,TRUE,,,,,
M-050-052,Crystal Creek,,Pine,,,,,,,,
M-096-001-007-001,Cullen Brook,,Crow Wing,,,,,,,,
S-065,Cut Face Creek,,Cook,,,,,,,,
M-106-013-005,Dabill Creek,,Cass,,,,,,,,
S-026-002,Dago Creek,,Lake,,,,,,,,
M-014,Dakota Creek,,Winona,TRUE,,TRUE,,,,,
M-014-B001,Dakota Creek,,Winona,TRUE,,TRUE,,,,,
M-009-012,Daley Creek,,"Fillmore,Houston",TRUE,,TRUE,,,,,
H-001-030-023-008,Dark River,,St. Louis,,,,,,,,
H-026-081-028-003,Dead Horse Creek,,Becker,,,,,,,,
S-001-002,Deer Creek,,Carlton,,,,,,,,
M-027,Deering Valley Creek,,Winona,,,TRUE,,,,,
H-001-092-016-001,Denley Creek,,Lake,,,,,,,,
S-067,Devil Track River,,Cook,,,,,,,,
M-009-023,Diamond Creek,,Fillmore,TRUE,,TRUE,,,,,
M-009-023-001,"Diamond Creek, South Fork",,Fillmore,TRUE,,TRUE,,,,,
H-001-029-004-003,Dinner Creek,,Koochiching,,,,,,,,
S-044.1,Dragon Creek,,Lake,,,,,,,,
H-001-092-021-015-008,Dumbbell River,,Lake,,,,,,,,
S-068,Durfee Creek,,Cook,,,,,,,,
M-009-025-001,Duschee Creek,,Fillmore,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
S-002-014-002,Dutch Slough,,St. Louis,,,,,,,,
M-055-009,Eagle Creek,,Scott,,,TRUE,,,,,
M-055-009-003,"Eagle Creek, East Branch",,Scott,,,,,,,,
S-038-008-B001,East Baptism River,,Lake,,,,,,,,
S-038-008-B001-001,East Baptism River,,Lake,,,,,,,,
S-073,East Colville Creek,,Cook,,,,,,,,
M-032,East Indian Creek,,Wabasha,TRUE,,TRUE,,,,,
S-045-007-002,East Moose Creek,,Lake,,,,,,,,
S-002-041,East Swan River,,St. Louis,,,,,,,,
S-002-041-B001,East Swan River,,St. Louis,,,,,,,,
H-001-046-023,East Two River,,St. Louis,,,,,,,,
H-001-046-023-001.5,East Two River,,St. Louis,,,,,,,,
H-001-046-023-B001,East Two River,,St. Louis,,,,,,,,
H-001-046-023-B002,East Two River,,St. Louis,,,,,,,,
H-001-046-023-B003,East Two River,,St. Louis,,,,,,,,
S-038-008-005,Egge Creek,,Lake,,,,,,,,
M-001-011,Eitzen Creek,,Houston,TRUE,,TRUE,,,,,
S-067-004,Elbow Creek,,Cook,,,,,,,,
S-002-010-002.6,Elm Creek,,"Carlton,St. Louis",,,,,,,,
S-022,Encampment River,,Lake,,,,,,,,
M-009-025-014,Etna Creek,,Fillmore,,,TRUE,TRUE,,,,
M-009-025-014-001,"Etna Creek, South Branch",,Fillmore,TRUE,TRUE,,,,,,
M-071-005,Fairhaven Creek,,Stearns,TRUE,,,,,,,
S-066,Fall River,,Cook,,,,,,,,
S-075-011,Falls Creek,,Cook,,,,,,,,
M-096-021,Farnham Creek,,"Cass,Wadena",,,,,,,,
S-080,Farquhar Creek,,Cook,,,,,,,,
H-001-040-017-006,Fawn Creek,,St. Louis,,,,,,,,
M-096-018,Fawn Creek,,"Todd,Wadena",,,,,,,,
H-026-047-007-002,Felton Creek,,Clay,,,,,,,,
M-009-017-012,Ferguson Creek,,Winona,TRUE,,TRUE,,,,,
M-009-014,Ferndale Creek,,"Fillmore,Houston",TRUE,,TRUE,,,,,
S-075-015,Fiddle Creek,,Cook,,,,,,,,
M-096-020-015,Finn Creek,,Otter Tail,,,,,,,,
S-002-032-007,"Floodwood River, West Branch",,"Itasca,St. Louis",,,,,,,,
S-077,Flute Reed River,,Cook,,,,,,,,
H-001-092-021-015-008-001,Folly Creek,,Lake,,,,,,,,
H-001-092-021-015-008-001-B001,Folly Creek,,Lake,,,,,,,,
S-002-013,Fond du Lac Creek,,Carlton,,,,,,,,
M-009-025-009,Forestville Creek,,Fillmore,,,TRUE,,,,,
S-035-001-002-003,"Fortythree Creek, West Branch",,Lake,,,,,,,,
S-067-005,Fox Farm Creek,,Cook,,,,,,,,
M-009-010-010-006,Frego Creek,,Fillmore,,,,,,,,
S-011,French River,,St. Louis,,,,,,,,
S-064-011,Fry Creek,,Cook,,,,,,,,
M-026-001,Garvin Brook,,Winona,TRUE,,TRUE,,,,,
S-075-001,Gauthier Creek,,Cook,,,,,,,,
M-009-011-006,Gernander Creek,,Winona,TRUE,,,,,,,
M-042,Gilbert Creek,,"Wabasha,Goodhue",TRUE,,TRUE,,,,,
S-002-007.5,Gill Creek,,Carlton,,,,,,,,
H-001-046-007-001,Gilmore Creek,,St. Louis,,,,,,,,
M-024,Gilmore Creek,,Winona,,,TRUE,,,,,
S-002-035-019,Gimlet Creek,,St. Louis,,,,,,,,
M-009-010-005.5,Girl Scout Camp Creek,,"Fillmore,Houston",TRUE,,,,,,,
M-004-008,Goetzinger Tributary,,Houston,TRUE,,TRUE,,,,,
S-026,Gooseberry River,,Lake,,,,,,,,
M-033,Gorman Creek,,Wabasha,TRUE,,TRUE,,,,,
S-087,Grand Portage River,,Cook,,,,,,,,
H-001-092-008-012,Grassy Creek,,St. Louis,,,,,,,,
S-075-007,Greenwood River,,Cook,,,,,,,,
S-075-007-B001,Greenwood River,,Cook,,,,,,,,
S-075-007-B002,Greenwood River,,Cook,,,,,,,,
M-009-024,Gribben Creek,,Fillmore,TRUE,,TRUE,,,,,
M-009-024-B001,Gribben Creek,,Fillmore,TRUE,,TRUE,,,,,
M-009-024-B001-001,Gribben Creek,,Fillmore,TRUE,,TRUE,,,,,
M-050-046-010,Grindstone River,,Pine,,,,,,,,
M-009-010-006,Hallum Creek,,"Fillmore,Houston",TRUE,,,,,,,
M-009-033-008-006,Hamilton Creek,,"Fillmore,Mower",,,,,,,,
M-034-041,Hammond Creek,,Wabasha,TRUE,,TRUE,,,,,
H-001-030-018-007,Harrigan Creek,,Itasca,,,,,,,,
H-001-092-016-001-001-003,Harris Creek,,Lake,,,,,,,,
S-002-010-002,Hay Creek,,"Carlton,St. Louis",,,,,,,,
M-096-011-005,Hay Creek,,Cass,,,,,,,,
M-046,Hay Creek,,Goodhue,,,TRUE,,,,,
H-001-029-004-003-007,Hay Creek,,Koochiching,,,,,,,,
M-050-048-001,Hay Creek,,Pine,TRUE,,,,,,,
M-096-020-001,Hay Creek,,Wadena,,,,,,,,
M-096-020-001-B000.5,Hay Creek,,Wadena,,,,,,,,
M-096-020-001-B001,Hay Creek,,Wadena,,,,,,,,
S-053-002,Heartbreak Creek,,Cook,,,,,,,,
S-053-002-B001,Heartbreak Creek,,Cook,,,,,,,,
S-053-002-B002,Heartbreak Creek,,Cook,,,,,,,,
M-034-013,Helbig Creek,,Wabasha,TRUE,,,,,,,
M-096-038,Hellcamp Creek,,Hubbard,,,,,,,,
S-002-016-004,Hellwig Creek,,St. Louis,,,,,,,,
M-009-017-005-006,Hemmingway Creek,,Winona,TRUE,,TRUE,,,,,
M-161.5,Hennepin Creek,,"Hubbard,Beltrami",,,,,,,,
H-026-047-045,Hier Creek,,Clearwater,,,,,,,,
H-001-092-021-011-008,Hill Creek,,Lake,,,,,,,,
M-106-013-003,Hoblin Creek,,Cass,,,,,,,,
S-038-009,Hockamin Creek,,Lake,,,,,,,,
S-084,Hollow Rock Creek,,Cook,,,,,,,,
H-026-081-023-001,Holmstad Creek,,Otter Tail,,,,,,,,
S-053-009,Honeymoon Creek,,Cook,,,,,,,,
S-052-006,Houghtaling Creek,,Lake,,,,,,,,
S-002-016-011-007,Humphrey Creek,,St. Louis,,,,,,,,
S-001-005-001,Hunters Creek,,Carlton,,,,,,,,
S-063,Indian Camp Creek,,Cook,,,,,,,,
S-002-016-019,Indian Creek,,"Lake,St. Louis",,,,,,,,
S-002-016-019-D001,Indian Creek,,St. Louis,,,,,,,,
H-001-092-021-011-003,Inga Creek,,Lake,,,,,,,,
S-088-008-001,Irish Creek,,Cook,,,,,,,,
H-001-092-021-011-004,Jack Pine Creek,,Lake,,,,,,,,
M-055-106,John's Creek,,Brown,,,,,,,,
H-001-030-026-005,Johnson Creek,,St. Louis,,,,,,,,
S-002-014-002-004,Johnson Creek,,St. Louis,,,,,,,,
M-073,Johnson Creek,,Stearns,,,TRUE,TRUE,,,,
S-061,Jonvick Creek,,Cook,,,,,,,,
S-067-006,Junco Creek,,Cook,,,,,,,,
M-146-014,Kabekona River,,Hubbard,,,,,,,,
S-072,Kadunce Creek,,Cook,,,,,,,,
M-146-014-000.05-001,Kawishiwash Creek,,Hubbard,,,,,,,,
M-009-033-008-004,Kedron Creek,,"Fillmore,Mower",,,TRUE,,,,,
S-002-002,Keene Creek,,St. Louis,,,,,,,,
M-055-004-000.5,Kennaley's Creek,,Dakota,,,,,,,,
S-070,Kimball Creek,,Cook,,,,,,,,
M-050-046-029-023,King Creek,,Carlton,,,,,,,,
S-002-003,Kingsbury Creek,,St. Louis,,,,,,,,
S-002-003-D001,Kingsbury Creek,,St. Louis,,,,,,,,
S-002-003-D002,Kingsbury Creek,,St. Louis,,,,,,,,
H-001-040-027,Kinmount Creek,,St. Louis,,,,,,,,
S-002-016-025,Kinney Creek,,Lake,,,,,,,,
M-009-040,Kinney Creek,,Olmsted,,,TRUE,,,,,
M-074-005,Kinzer Creek,,Stearns,,,,,,,,
M-043-009,Klair Creek,,Goodhue,,,,,,,,
S-017,Knife River,,"Lake,St. Louis",,,,,,,,
S-017-004,"Knife River, West Branch",,"Lake,St. Louis",,,,,,,,
S-002-003.5,Knowlton Creek,,St. Louis,,,,,,,,
S-053-013-001,Koski Creek,,Cook,,,,,,,,
M-009-010-003-009-006,Larson Creek,,Houston,TRUE,,TRUE,,,,,
M-088-012,Larson Creek,,Todd,,,,,,,,
M-050-046-028-010,Larsons Creek,,Pine,,,,,,,,
M-163,LaSalle Creek,,"Hubbard,Clearwater",,,,,,,,
H-026-056-009-005-006,Lawndale Creek,,Wilkin,,,,,,,,
M-050-028,Lawrence Creek,,Chisago,TRUE,,TRUE,,,,,
H-026-030-019-007-001-013,Lengby Creek,,Polk,,,,,,,,
I-023-001,LeRoy Trout Pond,,Mower,,,,,,,,
S-038-007,Leskinen Creek,,Lake,,,,,,,,
S-005,Lester River,,St. Louis,,,,,,,,
S-005-B001,Lester River,,St. Louis,,,,,,,,
M-121,Libby Brook,,Aitkin,,,,,,,,
S-038-004,Lindstrom Creek,,Lake,,,,,,,,
S-074,Little Brule Creek,,Cook,,,,,,,,
M-048-012,Little Cannon River,,Goodhue,,,TRUE,TRUE,TRUE,TRUE,,
S-002-016-014,Little Cloquet River,,St. Louis,,,,,,,,
S-067-002,Little Devil Track River,,Cook,,,,,,,,
S-026-003,Little Gooseberry River,,Lake,,,,,,,,
M-050-048-001-002,Little Hay Creek,,Pine,TRUE,,,,,,,
H-001-092-021-010,Little Isabella River,,Lake,,,,,,,,
M-009-033-005,Little Jordan Creek,,Fillmore,TRUE,TRUE,TRUE,TRUE,,,,
S-017-005,Little Knife River,,Lake,,,,,,,,
S-017-001,Little Knife River,,St. Louis,,,,,,,,
S-017-001-D001,Little Knife River,,St. Louis,,,,,,,,
S-046,Little Manitou River,,Lake,,,,,,,,
S-044,Little Marais River,,Lake,,,,,,,,
S-064-010-002,Little Mississippi Creek,,Cook,,,,,,,,
S-002-016-021-003,Little Mud Creek,,Lake,,,,,,,,
S-000.7-002-001,Little Net River,,"Carlton,Pine",,,,,,,,
S-002-009-001,Little Otter Creek,,Carlton,,,,,,,,
M-017-002,Little Pickwick Creek,,Winona,TRUE,,TRUE,,,,,
M-137-008,Little Pokegama Creek,,Itasca,,,,,,,,
M-088-011-001,Little Rice Lake Outlet,,Todd,,,,,,,,
M-078,Little Rock Creek,,"Morrison,Benton",TRUE,,TRUE,,,,,
M-074-066,Little Sauk Creek,,Todd,,,,,,,,
S-019-001,Little Stewart River,,Lake,,,,,,,,
S-075-008-003,Little Stony Creek,,Cook,,,,,,,,
S-016,Little Sucker River,,St. Louis,,,,,,,,
S-035-010-002,Little Thirtynine Creek,,Lake,,,,,,,,
M-031-018-004,Logan Creek,,Olmsted,,,TRUE,,,,,
H-026-081-012-004,Long Branch Creek,,Otter Tail,,,,,,,,
M-094-021,"Long Brook, Lower South",,Crow Wing,,,,,,,,
M-094-023,"Long Brook, Upper South",,Crow Wing,,,,,,,,
M-034-022,Long Creek,,Wabasha,,,TRUE,,,,,
M-115-006,Long Lake Creek,,Aitkin,,,,,,,,
H-001-092-004-003,Longstorff Creek,,St. Louis,,,,,,,,
M-009-009-003,Looney Creek,,"Winona,Houston",TRUE,,,,,,,
M-009-033-002,Lost Creek,,Fillmore,,,TRUE,,,,,
M-050-047-001,Lost Creek,,Pine,,,,,,,,
H-001-030-011,Lost River,,"Koochiching,St. Louis",,,,,,,,
H-026-030-019-007,Lost River,,"Polk,Red Lake,Clearwater",,,,,,,,
S-075-012-004,Lullaby Creek,,Cook,,,,,,,,
M-073-002,Luxemburg Creek,,Stearns,,,TRUE,,,,,
M-009-031,Lynch Creek,,"Fillmore,Olmsted",TRUE,TRUE,TRUE,TRUE,,,,
M-009-033-010-001,Mahoods Creek,,Fillmore,,,TRUE,,,,,
S-045,Manitou River,,Lake,,,,,,,,
S-045-B001,Manitou River,,Lake,,,,,,,,
S-045-009,"Manitou River, South Branch",,Lake,,,,,,,,
M-009-010-008,Maple Creek,,Fillmore,TRUE,,TRUE,,,,,
S-064-008,Mark Creek,,Cook,,,,,,,,
M-096-021-004,Martin Creek,,Cass,,,,,,,,
S-047-011,Martin Creek,,Lake,,,,,,,,
H-001-092-016-009-009-001,Mary Ann Creek,,Lake,,,,,,,,
M-137-009,Matuska's Creek,,Itasca,,,,,,,,
S-017-008,Mc Carthy Creek,,"Lake,St. Louis",,,,,,,,
H-026-030-069-001-002,Meadow Creek,,Beltrami,,,,,,,,
S-002-001.5,Merritt Creek,,St. Louis,,,,,,,,
M-117-015,Michaud Brook,,Cass,,,,,,,,
M-034-021,Middle Creek,,Wabasha,TRUE,,TRUE,,,,,
S-002-010-B004,Midway River,,Carlton,,,,,,,,
S-002-010,Midway River,,"Carlton,St. Louis",,,,,,,,
H-001-092-016-005-001,Mike Kelly Creek,,Lake,,,,,,,,
M-009-034,Mill Creek,,"Fillmore,Olmsted",,,TRUE,TRUE,TRUE,TRUE,,
S-002-001,Miller Creek,,St. Louis,,,,,,,,
M-041,Miller Creek,,Wabasha,,,TRUE,,,,,
M-015,Miller Valley Creek,,Winona,TRUE,,,,,,,
S-026-001-005,Mink Creek,,Lake,,,,,,,,
S-002-007,Mission Creek,,"Carlton,St. Louis",,,,,,,,
M-050-044-006,Mission Creek,,Pine,,,,,,,,
S-064-010,Mississippi Creek,,Cook,,,,,,,,
S-058-004-001,Mistletoe Creek,,Cook,,,,,,,,
H-001-092-021-011,Mitawan Creek,,Lake,,,,,,,,
M-009-011,Money Creek,,"Winona,Houston",,,TRUE,,,,,
M-009-011-008,"Money Creek, West Branch",,Winona,,,TRUE,,,,,
S-067-002-004,Monker Creek,,Cook,,,,,,,,
S-075-003,Mons Creek,,Cook,,,,,,,,
